#Position (bp)	mapping quality
38.0	45.03466868228773
113.0	59.852516106564515
188.0	59.991187038166906
263.0	59.96100747525086
338.0	59.855308588692274
413.0	59.74256548895311
488.0	59.21952829622517
563.0	59.46220642228568
638.0	59.75321990777548
713.0	59.843317289048066
788.0	59.99329394858694
863.0	59.954869964303924
938.0	59.926540246051374
1013.0	59.94761017890081
1088.0	59.96562338732311
1163.0	59.96432930964329
1238.0	59.946989034102735
1313.0	59.86112835562579
1388.0	59.696546845862
1463.0	59.76431088358487
1538.0	59.772518574171464
1613.0	59.45426375805652
1688.0	59.72093023255814
1763.0	59.755137243137845
1838.0	59.79888388066109
1913.0	59.61401831939467
1988.0	59.77461447212337
2063.0	59.847751231657575
2138.0	59.9421090427001
2213.0	59.568329938900206
2288.0	59.73192441571358
2363.0	59.75822528363047
2438.0	59.682158164551645
2513.0	59.5997075389948
2588.0	59.834030350101564
2663.0	59.957487461189395
2738.0	59.9264492121635
2813.0	59.876163709819075
2888.0	59.81750542523509
2963.0	59.976010588429936
3038.0	59.958558863328825
3113.0	59.970768867367426
3188.0	59.984649824112566
3263.0	59.998842458617894
3338.0	59.98602152536387
3413.0	59.986180687510796
3488.0	59.95558423809885
3563.0	59.8007731602927
3638.0	59.94097552538268
3713.0	59.95125889077977
3788.0	59.97947877652934
3863.0	59.89430051813471
3938.0	59.70218398411648
4013.0	59.76538060479666
4088.0	59.41690047602535
4163.0	59.46877038566018
4238.0	59.52235366288372
4313.0	59.5290340730444
4388.0	59.63542396336984
4463.0	59.62631525698098
4538.0	59.980237154150196
4613.0	59.29372473193883
4688.0	59.84732579069169
4763.0	59.974194341187676
4838.0	59.96532110935655
4913.0	59.921256496584185
4988.0	59.831967963985655
5063.0	60.0
5138.0	60.0
5213.0	60.0
5288.0	60.0
5363.0	59.98589231130966
5438.0	59.83034415899176
5513.0	59.35371428571428
5588.0	58.56680790960452
5663.0	59.56402205264887
5738.0	59.96364614313738
5813.0	59.75733830452779
5888.0	59.87070241816088
5963.0	59.61894353369763
6038.0	59.227385287691185
6113.0	59.33616647127784
6188.0	59.3940836450187
6263.0	59.579161994087066
6338.0	60.0
6413.0	59.97171145685997
6488.0	59.560120485197146
6563.0	59.60563842531056
6638.0	59.58861207880793
6713.0	59.60118378013534
6788.0	59.59716872547332
6863.0	59.606975393463756
6938.0	59.92286838653258
7013.0	59.97043964761388
7088.0	59.96931397331139
7163.0	59.96761157144934
7238.0	59.97506052562495
7313.0	59.923758692560924
7388.0	59.870907895697904
7463.0	59.93247067297798
7538.0	59.954551961996486
7613.0	59.95833115217505
7688.0	59.99347495106213
7763.0	59.99390429747028
7838.0	59.993798449612406
7913.0	59.95917818051319
7988.0	59.98631042296073
8063.0	59.9894377467193
8138.0	59.97385558322161
8213.0	59.91078647188313
8288.0	59.81045157228304
8363.0	59.72136429285635
8438.0	59.51331114808652
8513.0	59.673443456162644
8588.0	59.626168224299064
8663.0	58.58873841767641
8738.0	60.0
8813.0	60.0
8888.0	59.966578047854156
8963.0	59.970218931101094
9038.0	59.95925550433269
9113.0	59.93344680525541
9188.0	59.940086556667566
9263.0	59.839634375632755
9338.0	59.79912543334384
9413.0	59.96324541059004
9488.0	59.972972972972975
9563.0	59.66510153058113
9638.0	59.91188666205943
9713.0	59.89254647791233
9788.0	59.962110511009556
9863.0	59.878467390295945
9938.0	59.92393274579661
10013.0	59.84170305676856
10088.0	59.82410496654969
10163.0	59.90858121072163
10238.0	59.94178407635417
10313.0	59.92520884724612
10388.0	59.90699953577139
10463.0	59.928811177894
10538.0	59.94531867063613
10613.0	59.9776577918451
10688.0	59.915660004392706
10763.0	59.57142857142857
10838.0	59.74372080726183
10913.0	59.7201166180758
10988.0	59.76359918200409
11063.0	59.69297881179892
11138.0	59.8160865813318
11213.0	59.72264130706804
11288.0	59.66705146346913
11363.0	59.54834091291898
11438.0	59.96671644975464
11513.0	59.87343177528589
11588.0	59.636968550816
11663.0	59.864600326264274
11738.0	59.914981088636736
11813.0	59.90740234908495
11888.0	59.85660758034299
11963.0	59.96079993626006
12038.0	59.984679547195505
12113.0	59.88797294440921
12188.0	59.79942820744515
12263.0	59.62958383245102
12338.0	59.85141749949011
12413.0	59.8444733184263
12488.0	59.83628504762269
12563.0	59.988068801987275
12638.0	59.97225996376812
12713.0	59.96948256755605
12788.0	59.94612300772465
12863.0	59.78766281641681
12938.0	59.75864606328182
13013.0	59.64528457803946
13088.0	59.57413287368835
13163.0	59.92328834810537
13238.0	59.897066392177045
13313.0	59.73311137780187
13388.0	59.54770160491381
13463.0	59.80381006539665
13538.0	59.959760273972606
13613.0	59.99098015634396
13688.0	59.973333333333336
13763.0	59.91239137700535
13838.0	59.81390942603538
13913.0	59.8238692464444
13988.0	59.80183003892624
14063.0	59.95913578248908
14138.0	59.94638322274105
14213.0	59.955832159497234
14288.0	59.9529617310083
14363.0	59.958919211248855
14438.0	59.89626984290816
14513.0	59.86491246244691
14588.0	59.891195548633895
14663.0	59.980801999318416
14738.0	59.96264848756991
14813.0	59.968774492899016
14888.0	59.89906231454006
14963.0	59.967727636520344
15038.0	59.976743936582174
15113.0	59.980781839483214
15188.0	59.88676134021351
15263.0	59.90892473972821
15338.0	59.9909702016655
15413.0	59.97154724139059
15488.0	59.65974257011302
15563.0	59.55584942797392
15638.0	59.484874096526
15713.0	59.45106283578603
15788.0	59.452146546158815
15863.0	59.811562684065066
15938.0	59.988959261865666
16013.0	59.97250610606474
16088.0	59.97687581209946
16163.0	59.95888423089326
16238.0	59.94534136342932
16313.0	59.8991169387209
16388.0	59.83414263148657
16463.0	59.88526887370818
16538.0	59.964393612429866
16613.0	59.97918473547268
16688.0	59.942531613872546
16763.0	59.762585952848724
16838.0	59.772971888892606
16913.0	59.749637786148945
16988.0	59.751144781952
17063.0	59.70063749138525
17138.0	59.68027390044772
17213.0	59.906649379514725
17288.0	59.860118053235325
17363.0	59.80205798009494
17438.0	59.89403009221809
17513.0	59.978428164188834
17588.0	59.965751897185605
17663.0	59.97281978957684
17738.0	59.95976640368364
17813.0	59.98778797280349
17888.0	59.95011688260232
17963.0	59.93488220820725
18038.0	59.90461004216718
18113.0	59.842843461336464
18188.0	59.867665571555776
18263.0	59.76392407145442
18338.0	59.57802295665941
18413.0	59.40138785341515
18488.0	59.47490389895662
18563.0	59.471638655462186
18638.0	59.740118656297604
18713.0	59.93991846076818
18788.0	59.96201730322853
18863.0	59.928407816005986
18938.0	59.79920814479638
19013.0	59.87161630910929
19088.0	59.955897712341226
19163.0	59.90499239385977
19238.0	59.7711503347535
19313.0	59.952684258416745
19388.0	60.0
19463.0	60.0
19538.0	59.991840065279476
19613.0	59.93675131768088
19688.0	59.99576360940479
19763.0	59.954494382022474
19838.0	59.85857519788918
19913.0	59.77343591820207
19988.0	59.808829404714345
20063.0	59.815242494226325
20138.0	59.83305020209713
20213.0	59.91190025998582
20288.0	59.88359907854917
20363.0	59.95137192068896
20438.0	59.896769732292796
20513.0	59.77815608623341
20588.0	59.83280964860526
20663.0	59.873005013522615
20738.0	59.86212324948345
20813.0	59.952903275293394
20888.0	59.92812356629454
20963.0	59.993527508090615
21038.0	59.974210186976144
21113.0	59.9831895102544
21188.0	60.0
21263.0	60.0
21338.0	60.0
21413.0	59.827627483840075
21488.0	60.0
21563.0	59.88611272515979
21638.0	59.73542183622829
21713.0	59.728819690178504
21788.0	59.81949812409268
21863.0	59.880477974028935
21938.0	59.88604410997843
22013.0	59.794831950273945
22088.0	59.89661200979039
22163.0	59.81208425720621
22238.0	59.79286057923603
22313.0	59.31936809658361
22388.0	59.89122807017544
22463.0	59.97845680369312
22538.0	59.687811867002615
22613.0	59.76813153042409
22688.0	59.82030039169273
22763.0	59.9362022868195
22838.0	59.59852
22913.0	59.726877246075276
22988.0	59.978976874562015
23063.0	59.97979117547996
23138.0	59.93312731423481
23213.0	59.89978886080809
23288.0	59.88315577965652
23363.0	59.8068092437919
23438.0	59.76933024076849
23513.0	59.72297145064212
23588.0	59.678872270930036
23663.0	59.948641607740974
23738.0	59.95821465561885
23813.0	59.9065179160255
