#Position (bp)	Coverage	Std
38.0	186.81333333333333	153.56149691030407
113.0	239.08	70.35026652401541
188.0	305.94666666666666	24.08568039312976
263.0	305.7733333333333	21.557056076066257
338.0	253.92	60.32832391726682
413.0	147.36	58.59920363508932
488.0	116.12	11.275341827782128
563.0	120.41333333333333	9.568002229654166
638.0	264.2	194.84031068202154
713.0	598.2666666666667	159.6360026226331
788.0	834.2666666666667	17.016462617126273
863.0	836.32	35.01751942480626
938.0	818.2933333333333	42.66067666286306
1013.0	735.0133333333333	121.54154296645521
1088.0	741.4266666666666	18.359012319113035
1163.0	741.96	34.19298173602344
1238.0	613.8533333333334	159.50151514431872
1313.0	356.16	133.38495667303215
1388.0	102.38666666666667	8.930098916958647
1463.0	100.56	10.713853959554744
1538.0	78.86666666666666	25.252062622024898
1613.0	112.04	4.93017917186255
1688.0	86.61333333333333	11.120551545074866
1763.0	92.24	6.342449579355548
1838.0	101.14666666666666	6.581793068761711
1913.0	75.02666666666667	8.296183861671993
1988.0	116.2	13.40248733133768
2063.0	127.24	8.146983081689381
2138.0	121.68	9.580535823567848
2213.0	137.46666666666667	17.343971094686815
2288.0	139.65333333333334	39.8972012385163
2363.0	170.85333333333332	16.97998822143289
2438.0	163.65333333333334	13.927909630187424
2513.0	129.04	15.697982885283901
2588.0	117.09333333333333	34.076971696440395
2663.0	113.36	8.563488385776788
2738.0	115.30666666666667	8.482924024179347
2813.0	115.33333333333333	19.815482162524678
2888.0	126.36	19.898073608601724
2963.0	121.46666666666667	10.560303025955289
3038.0	118.61333333333333	11.659045129569252
3113.0	117.81333333333333	42.561328300073846
3188.0	233.45333333333335	24.279209212822465
3263.0	349.62666666666667	44.746843464092514
3338.0	362.48	17.072394872034632
3413.0	349.1333333333333	45.30621738054652
3488.0	250.24	28.19763583470548
3563.0	149.53333333333333	45.67960887164717
3638.0	159.34666666666666	10.10610376620659
3713.0	159.10666666666665	4.637528077183795
3788.0	89.72	31.264036847470617
3863.0	33.46666666666667	32.13264176295915
3938.0	10.866666666666667	4.358898943540674
4013.0	12.2	2.300724523564984
4088.0	412.7733333333333	98.25069974305532
4163.0	686.4133333333333	172.98327472138257
4238.0	810.6933333333334	27.52041666351171
4313.0	812.04	37.801939985491394
4388.0	404.48	70.48555407552209
4463.0	134.52	177.23393204086702
4538.0	8.173333333333334	1.7925772879665016
4613.0	38.10666666666667	60.97015663420916
4688.0	209.93333333333334	86.55533875311602
4763.0	444.04	29.015627972985122
4838.0	445.0933333333333	5.978851617716672
4913.0	418.2133333333333	57.25312218560672
4988.0	268.46666666666664	85.16971292660322
5063.0	25.173333333333332	3.07028771724518
5138.0	23.906666666666666	6.52788888794328
5213.0	21.8	7.695886347047147
5288.0	4.213333333333333	1.9866219234335116
5363.0	27.44	13.999523801425058
5438.0	38.77333333333333	7.633260552782582
5513.0	43.45333333333333	6.879922480183425
5588.0	143.04	43.20138886656308
5663.0	185.2	36.28571803524543
5738.0	212.69333333333333	16.320539206778697
5813.0	213.09333333333333	10.230672835481753
5888.0	165.89333333333335	29.636014126959363
5963.0	115.10666666666667	38.444245343093925
6038.0	94.18666666666667	4.516635916254446
6113.0	93.94666666666667	13.310146505579864
6188.0	73.2	13.166118132033692
6263.0	63.346666666666664	16.294784441654958
6338.0	43.16	3.7309516212355356
6413.0	43.84	8.48056601884568
6488.0	519.44	247.99411283334936
6563.0	828.6133333333333	225.0080887434939
6638.0	1138.7333333333333	34.43660842765861
6713.0	1150.1733333333334	46.790882302717016
6788.0	707.8533333333334	250.84972925372406
6863.0	458.16	230.50139551276766
6938.0	157.0	17.60833136141336
7013.0	167.92	37.67103219539739
7088.0	235.81333333333333	26.165881092241772
7163.0	233.45333333333335	12.250714264890915
7238.0	232.21333333333334	8.676404785393478
7313.0	350.61333333333334	104.90115982835141
7388.0	465.62666666666667	116.64538853579539
7463.0	523.24	7.607014306982701
7538.0	515.9466666666667	28.499356717886084
7613.0	379.8933333333333	108.25697822003593
7688.0	176.85333333333332	121.8836603760597
7763.0	64.72	9.637427042525411
7838.0	65.0	0.0
7913.0	77.28	48.868803955079564
7988.0	223.74666666666667	21.668410186259553
8063.0	318.68	70.56240736634011
8138.0	351.84	23.73576766541737
8213.0	335.49333333333334	50.50597324409592
8288.0	187.46666666666667	8.178834472792161
8363.0	59.49333333333333	64.67364223545788
8438.0	33.0	7.954034615631658
8513.0	31.96	7.799145252312378
8588.0	19.96	6.1665765759184925
8663.0	9.333333333333334	9.542187030934436
8738.0	0.6266666666666667	0.7916228058025279
8813.0	0.7866666666666666	0.886942313043338
8888.0	84.76	86.6782556354245
8963.0	245.81333333333333	84.91595845304934
9038.0	349.88	22.43687441096309
9113.0	349.4	4.35124503255497
9188.0	301.0133333333333	67.7566232924871
9263.0	239.54666666666665	70.8996473898143
9338.0	176.29333333333332	9.706355306361557
9413.0	177.29333333333332	9.29372548192236
9488.0	176.24	42.500823521433084
9563.0	112.38666666666667	20.7647136588332
9638.0	80.73333333333333	10.718830782008522
9713.0	81.04	1.843908891458479
9788.0	81.62666666666667	16.58593781892761
9863.0	148.25333333333333	57.42891257894408
9938.0	220.92	20.14877994652121
10013.0	225.34666666666666	11.2516665432281
10088.0	390.08	120.90806424717918
10163.0	587.1733333333333	130.46562765724934
10238.0	655.0266666666666	32.377770151757005
10313.0	654.8933333333333	25.090768554723283
10388.0	532.4933333333333	125.35166532599389
10463.0	265.62666666666667	168.81275623206523
10538.0	113.64	11.012719918348994
10613.0	112.41333333333333	8.837797614036349
10688.0	64.45333333333333	24.022489463001122
10763.0	58.14666666666667	12.691729590564082
10838.0	74.54666666666667	9.25850959928218
10913.0	80.8	11.404677403007355
10988.0	81.01333333333334	19.796295949831965
11063.0	106.54666666666667	27.880219989567287
11138.0	181.73333333333332	16.134848413708006
11213.0	181.45333333333335	11.97386041898504
11288.0	177.90666666666667	21.136697944570205
11363.0	168.28	29.60067566796408
11438.0	71.93333333333334	11.511733144926547
11513.0	69.05333333333333	11.50420213081578
11588.0	104.58666666666667	21.223885915009365
11663.0	118.49333333333334	28.15812493757351
11738.0	123.02666666666667	2.7276363393972645
11813.0	122.56	11.45774846992203
11888.0	222.82666666666665	64.32573357529631
11963.0	331.6533333333333	79.18408931092152
12038.0	393.08	1.4329456840174364
12113.0	478.9066666666667	83.02248691368705
12188.0	462.41333333333336	61.24682304685966
12263.0	352.0133333333333	107.79529983569164
12338.0	264.5466666666667	16.80158722660853
12413.0	220.76	50.12504364087873
12488.0	173.53333333333333	36.62112323054369
12563.0	177.37333333333333	10.880563710886738
12638.0	177.85333333333332	16.716857758961005
12713.0	157.84	31.05543430705806
12788.0	142.30666666666667	29.801118547240247
12863.0	149.85333333333332	15.813917920616692
12938.0	149.30666666666667	9.372299611087993
13013.0	212.92	54.97211414283913
13088.0	238.24	25.040500527478777
13163.0	220.29333333333332	11.148094007497374
13238.0	223.98666666666668	20.94150583570028
13313.0	172.44	48.55210259779351
13388.0	129.72	29.466138758468745
13463.0	94.37333333333333	4.303486958270053
13538.0	94.0	13.544494576518273
13613.0	176.89333333333335	62.40598261919019
13688.0	278.88	70.12797824929316
13763.0	330.0133333333333	24.468210668811256
13838.0	333.41333333333336	24.38524143821421
13913.0	331.4	79.00185651827009
13988.0	402.32	91.94520107107283
14063.0	491.48	19.883661634618157
14138.0	486.17333333333335	10.30986582518584
14213.0	489.46666666666664	67.8039330226007
14288.0	395.04	69.69868482738163
14363.0	320.97333333333336	24.30774910736633
14438.0	322.28	11.741663709486344
14513.0	256.2133333333333	100.50956836706314
14588.0	457.24	67.07885906403995
14663.0	653.08	32.79634125935356
14738.0	658.6666666666666	22.627122368226434
14813.0	641.76	81.05685247610666
14888.0	547.3866666666667	117.53252032239125
14963.0	541.9866666666667	138.14185945372728
15038.0	624.2533333333333	15.285723186467852
15113.0	624.0133333333333	33.885493454672954
15188.0	482.5466666666667	81.9595021946814
15263.0	260.1333333333333	119.44672452604134
15338.0	202.77333333333334	17.689544934791236
15413.0	208.2	7.499333303700934
15488.0	258.4266666666667	80.38275105186854
15563.0	334.8	74.81051619480597
15638.0	469.85333333333335	27.20857707905121
15713.0	467.8	25.967672209884487
15788.0	334.6533333333333	113.6049881533964
15863.0	584.7466666666667	98.31425803683491
15938.0	853.56	149.06486283941422
16013.0	905.2666666666667	41.17183503318738
16088.0	911.1466666666666	24.73674729358366
16163.0	589.0533333333333	73.98567428901357
16238.0	269.6	111.08087144058605
16313.0	229.86666666666667	19.811107995263747
16388.0	232.52	16.49525184207051
16463.0	230.65333333333334	17.089958065093832
16538.0	124.62666666666667	43.16016682080827
16613.0	115.73333333333333	12.53634715537185
16688.0	107.65333333333334	28.11974395331507
16763.0	112.24	52.242766644452004
16838.0	208.52	52.537478685855
16913.0	284.4266666666667	14.65514699118814
16988.0	286.2	9.197825830053851
17063.0	231.56	46.1555341571662
17138.0	198.4	18.521339044464384
17213.0	178.78666666666666	16.615655268450947
17288.0	178.29333333333332	9.26210919103564
17363.0	279.32	203.72746501147066
17438.0	709.3466666666667	170.22467506210708
17513.0	1049.3733333333332	22.551274908529138
17588.0	1053.5733333333333	29.51587143668238
17663.0	1008.0533333333333	156.062209818179
17738.0	703.92	120.75175637093936
