#Position (bp)	mapping quality
38.0	36.38826636214403
113.0	59.729128325246776
188.0	59.87766931055522
263.0	59.89451881568046
338.0	59.929479101029195
413.0	59.98371335504886
488.0	59.7037547364795
563.0	59.98006865241945
638.0	59.93943981831946
713.0	59.95052373523512
788.0	59.975083906025255
863.0	59.93812575728589
938.0	59.91613439353451
1013.0	59.93104886986177
1088.0	59.979319150466665
1163.0	59.96980969324492
1238.0	59.96381328873346
1313.0	59.96795447738844
1388.0	60.0
1463.0	59.99204455051711
1538.0	59.97971259509721
1613.0	60.0
1688.0	59.972290640394085
1763.0	59.939288811795315
1838.0	59.95254416029528
1913.0	59.92447129909365
1988.0	59.97934595524957
2063.0	60.0
2138.0	59.84878369493754
2213.0	59.91852570320078
2288.0	59.98281458850487
2363.0	59.84040892773529
2438.0	59.967166367932215
2513.0	59.77609010126059
2588.0	59.91118196310635
2663.0	59.978828510938605
2738.0	60.0
2813.0	59.98612716763006
2888.0	59.78347578347579
2963.0	59.99341383095499
3038.0	59.97976618705036
3113.0	59.99320959710276
3188.0	59.98971957279114
3263.0	60.0
3338.0	59.98675789009049
3413.0	59.98396028260454
3488.0	59.984015345268546
3563.0	59.73250111457869
3638.0	59.98995899924692
3713.0	59.98491577977038
3788.0	60.0
3863.0	59.97609561752988
3938.0	60.0
4013.0	60.0
4088.0	59.95396989469604
4163.0	59.96532701384977
4238.0	59.98322423604487
4313.0	59.98817792226984
4388.0	59.93143459915612
4463.0	59.85171969471702
4538.0	60.0
4613.0	59.50174947515745
4688.0	59.88720228644014
4763.0	59.98738852355643
4838.0	59.992810496674856
4913.0	59.90049735382261
4988.0	59.88780730072014
5063.0	60.0
5138.0	60.0
5213.0	60.0
5288.0	60.0
5363.0	60.0
5438.0	59.95873452544704
5513.0	60.0
5588.0	59.62304250559284
5663.0	59.83498920086393
5738.0	59.98119358074223
5813.0	59.75972969590789
5888.0	59.99517762417618
5963.0	59.99304992470752
6038.0	59.94903737259343
6113.0	60.0
6188.0	59.978142076502735
6263.0	59.97474215954536
6338.0	60.0
6413.0	59.981751824817515
6488.0	59.922069921453875
6563.0	59.9884143790429
6638.0	59.9887594403138
6713.0	59.98469795856856
6788.0	59.978526625101246
6863.0	59.91199580932425
6938.0	59.994904458598725
7013.0	59.97141495950453
7088.0	59.99321497229447
7163.0	59.965731909303784
7238.0	59.98621956821314
7313.0	59.993154852449045
7388.0	59.986255082755854
7463.0	59.97859490864613
7538.0	59.97984287781683
7613.0	59.93893022602836
7688.0	59.990952955367916
7763.0	60.0
7838.0	60.0
7913.0	59.94824016563147
7988.0	59.952744174959776
8063.0	60.0
8138.0	59.99317871759891
8213.0	59.92850329862491
8288.0	59.79701280227596
8363.0	59.91931869116988
8438.0	59.95151515151515
8513.0	60.0
8588.0	60.0
8663.0	60.0
8738.0	60.0
8813.0	60.0
8888.0	59.99056158565361
8963.0	59.99023649381645
9038.0	59.97256202126443
9113.0	59.935890097309674
9188.0	59.94259390503189
9263.0	59.934097740175886
9338.0	59.99092421721373
9413.0	59.981950815973526
9488.0	59.990921470721744
9563.0	59.71965832245818
9638.0	59.98018166804294
9713.0	59.98025666337611
9788.0	59.990199281280624
9863.0	59.929849806637286
9938.0	59.996378779648744
10013.0	59.982249571031296
10088.0	59.92237489745693
10163.0	59.95676461238022
10238.0	59.96388951085961
10313.0	59.93851416006678
10388.0	59.99248816886596
10463.0	59.98795301676539
10538.0	59.94368180218233
10613.0	59.9644170323805
10688.0	59.987587918907735
10763.0	59.56110983719331
10838.0	60.0
10913.0	59.970462046204624
10988.0	59.735023041474655
11063.0	59.70153923163559
11138.0	59.96588407923698
11213.0	59.97795576456757
11288.0	59.843063778760396
11363.0	59.45614452103637
11438.0	59.98887859128823
11513.0	59.91890326317822
11588.0	59.78187149413564
11663.0	59.99324856532013
11738.0	60.0
11813.0	59.9869451697128
11888.0	59.85758736237434
11963.0	59.98070274181877
12038.0	59.98778874529358
12113.0	59.96492009577371
12188.0	59.98096940687985
12263.0	59.82273398734896
12338.0	59.996975958873044
12413.0	59.97100924080449
12488.0	59.97694967345371
12563.0	59.97880177403593
12638.0	59.94377389609416
12713.0	59.94221996958946
12788.0	59.96514569474375
12863.0	59.98932289349586
12938.0	59.994641900339346
13013.0	59.910952470411424
13088.0	59.78889635101858
13163.0	59.99636847839245
13238.0	59.99642835883088
13313.0	59.8369287868244
13388.0	59.94017884674684
13463.0	59.8219836111896
13538.0	59.98297872340426
13613.0	59.8480440189945
13688.0	59.882960413080895
13763.0	59.980606844167916
13838.0	59.90402303447173
13913.0	59.91631462482398
13988.0	59.832604228806254
14063.0	59.941401481240334
14138.0	59.942407371856405
14213.0	59.97515663307001
14288.0	59.98582422033212
14363.0	59.99003032442986
14438.0	59.98758843241902
14513.0	59.990632805995006
14588.0	59.98600297436795
14663.0	59.992650211306426
14738.0	59.97449392712551
14813.0	59.986287708800795
14888.0	59.91167730306426
14963.0	59.978818667125886
15038.0	59.993592344988144
15113.0	59.991025832781354
15188.0	59.92351689646597
15263.0	59.93172731932342
15338.0	59.9960547080484
15413.0	59.98078770413064
15488.0	59.98761737694768
15563.0	59.99044205495819
15638.0	59.99148670507108
15713.0	59.98973920478837
15788.0	59.99043786605044
15863.0	59.984950747902225
15938.0	59.98969023853039
16013.0	59.97790706237573
16088.0	59.99297588386795
16163.0	59.991851332080856
16238.0	59.997032640949556
16313.0	59.99651972157773
16388.0	59.88302081541373
16463.0	59.99306318284294
16538.0	59.98074248421953
16613.0	59.97235023041475
16688.0	59.809016596482536
16763.0	59.85709194583036
16838.0	59.988490312679836
16913.0	59.98874929683105
16988.0	59.988819007686935
17063.0	59.96061495940577
17138.0	59.902150537634405
17213.0	59.9955253933925
17288.0	59.982052049057735
17363.0	59.94047448565564
17438.0	59.92462547696472
17513.0	59.992376402424306
17588.0	59.9617808600572
17663.0	59.98968308555103
17738.0	59.97062166155245
17813.0	59.937775804893334
17888.0	59.95651376146789
17963.0	59.95268183094636
18038.0	59.99367066352544
18113.0	59.98538100749224
18188.0	60.0
18263.0	59.88514754499816
18338.0	59.8473591104372
18413.0	59.99370210979322
18488.0	59.993903058632256
18563.0	59.941085706270165
18638.0	60.0
18713.0	59.939733103745155
18788.0	59.98018307068038
18863.0	59.970398909928115
18938.0	59.87949845302068
19013.0	59.99114129632364
19088.0	59.99215019297442
19163.0	59.996017522899244
19238.0	60.0
19313.0	59.986483442216716
19388.0	60.0
19463.0	60.0
19538.0	60.0
19613.0	59.94672349493873
19688.0	59.991667823913346
19763.0	59.99169090153718
19838.0	60.0
19913.0	59.98142031379026
19988.0	59.98256658595642
20063.0	59.98878819022704
20138.0	59.986571172784245
20213.0	59.95798898071625
20288.0	59.8641245972073
20363.0	59.99284493381564
20438.0	59.96461290449416
20513.0	59.95757819012628
20588.0	59.96455936103966
20663.0	59.98979266347688
20738.0	59.97656911027705
20813.0	59.983169834457385
20888.0	59.975558525873595
20963.0	59.99149177538287
21038.0	59.97463180889296
21113.0	59.979610330765745
21188.0	60.0
21263.0	60.0
21338.0	60.0
21413.0	60.0
21488.0	60.0
21563.0	60.0
21638.0	59.754417382999044
21713.0	59.72273232724385
21788.0	59.82109497121507
21863.0	59.88403751329402
21938.0	59.89872046013421
22013.0	59.78823910578325
22088.0	59.98735910671021
22163.0	59.978907403501374
22238.0	59.966007505773675
22313.0	59.49253450143658
22388.0	59.78283712784589
22463.0	60.0
22538.0	59.943396226415096
22613.0	59.98493314081235
22688.0	59.9931385442278
22763.0	59.98337155963303
22838.0	59.58492877929239
22913.0	59.75947995666306
22988.0	59.9791086350975
23063.0	60.0
23138.0	59.97817614964926
23213.0	59.97278417853579
23288.0	59.97797788000391
23363.0	59.89877143899769
23438.0	59.95974321805757
23513.0	59.81297065697221
23588.0	59.564101163489376
23663.0	59.927498953161454
23738.0	59.943460915097866
23813.0	59.833526376750555
23888.0	60.0
23963.0	60.0
24038.0	60.0
24113.0	59.968304278922346
24188.0	59.99128666860296
24263.0	59.991514637250745
24338.0	60.0
24413.0	60.0
24488.0	60.0
24563.0	60.0
24638.0	59.942092927064664
24713.0	59.993983152827916
24788.0	59.990602239799514
24863.0	59.98473670821674
24938.0	59.99493969806865
25013.0	59.98921736005032
25088.0	59.994358251057825
25163.0	59.983597594313835
25238.0	59.98381586045675
25313.0	59.99157776530039
25388.0	59.982376784350585
25463.0	60.0
25538.0	59.99677904230191
25613.0	59.90041238922524
25688.0	59.66926639044601
25763.0	60.0
25838.0	60.0
25913.0	59.98812586582228
25988.0	59.99151703661813
26063.0	60.0
26138.0	59.936884383666445
26213.0	59.991990433017214
26288.0	59.9800796812749
26363.0	59.99142663221443
26438.0	59.954707276126065
26513.0	59.928511500530306
26588.0	59.900117111255696
26663.0	59.98665836520502
26738.0	59.96027367027146
26813.0	59.272696662317436
26888.0	59.98290598290598
26963.0	59.977644908894135
27038.0	59.97777816969718
27113.0	59.98356254451811
27188.0	59.99144064623121
27263.0	59.94476365829656
27338.0	59.98628257887517
27413.0	59.9901557071162
27488.0	59.965265662172875
27563.0	59.957835558678845
27638.0	60.0
27713.0	59.88940092165899
27788.0	60.0
27863.0	59.97783808231569
27938.0	59.90215391276112
28013.0	59.99347506932739
28088.0	59.98691727355981
28163.0	59.99006622516556
28238.0	59.86580551523948
28313.0	59.8797487823635
28388.0	59.877805174943035
28463.0	59.926466670219
28538.0	59.971678074109036
28613.0	59.9801521667218
28688.0	60.0
28763.0	59.98919940596733
28838.0	59.995723297337754
28913.0	59.99123319696084
28988.0	59.94968003497754
29063.0	59.9179448574386
29138.0	59.9617312072893
29213.0	59.98356464572681
29288.0	60.0
29363.0	59.98450813323005
29438.0	59.98887240356083
29513.0	59.97776954427566
29588.0	59.588192242010244
29663.0	59.882005899705014
29738.0	60.0
29813.0	60.0
29877.0	0.23076923076923078
