#Position (bp)	mapping quality
38.0	59.483830985915496
113.0	59.07597751331546
188.0	59.365114063526995
263.0	58.75920566661979
338.0	59.041317253227646
413.0	59.18845274690628
488.0	59.326214571023854
563.0	59.282058481920636
638.0	59.059273263766755
713.0	56.75170024830413
788.0	59.027866580576074
863.0	58.916440137099634
938.0	59.15532748603286
1013.0	59.055804604541066
1088.0	59.09075373501463
1163.0	59.04268915712727
1238.0	59.29970070741883
1313.0	59.065763137254905
1388.0	59.50039829212338
1463.0	59.16741385935699
1538.0	59.437280859288144
1613.0	58.39176196302469
1688.0	59.120513916015625
1763.0	59.207537608674414
1838.0	59.10663106141905
1913.0	59.211291336167015
1988.0	59.41637717121588
2063.0	59.245034258698404
2138.0	59.04494117736324
2213.0	59.14639533920535
2288.0	58.93510075174592
2363.0	59.10388180233092
2438.0	58.79214827987142
2513.0	58.640833466220165
2588.0	59.46863707459145
2663.0	59.26676208301222
2738.0	59.11360419716935
2813.0	59.37520965978788
2888.0	59.28321114501346
2963.0	59.19972054448751
3038.0	58.93165597073112
3113.0	59.25193547804411
3188.0	59.11617929618614
3263.0	59.56122004357299
3338.0	59.21808690451425
3413.0	58.90110887462738
3488.0	59.145071601759675
3563.0	58.984097504352874
3638.0	59.2
3713.0	59.290085606448464
3788.0	59.228001203746985
3863.0	58.61694667761136
3938.0	59.2489315447516
4013.0	59.1954722922359
4088.0	59.11024186168127
4163.0	59.04418283039608
4238.0	58.73697576805051
4313.0	58.698580297564675
4388.0	58.941122928851954
4463.0	59.05324783942013
4538.0	59.04808635917566
4613.0	59.117124160296505
4688.0	58.95021418693291
4763.0	59.24846303793672
4838.0	58.991421909427345
4913.0	59.021373555840825
4988.0	59.17615926796093
5063.0	0.0
5138.0	58.22660098522167
5213.0	59.664218258132216
5288.0	59.03158412191225
5363.0	59.240320209116156
5438.0	59.328312515307374
5513.0	58.87321930048507
5588.0	59.030966208052384
5663.0	59.189599281362284
5738.0	59.280293136515944
5813.0	58.962569081404034
5888.0	59.18482861737545
5963.0	59.2949395520909
6038.0	59.42867316128297
6113.0	58.95632138133098
6188.0	58.578516321998436
6263.0	59.49528860602846
6338.0	58.906393500529845
6413.0	59.22837512478713
6488.0	59.3972378516624
6563.0	59.149415146859745
6638.0	59.062534546928546
6713.0	59.230656464530895
6788.0	59.07131446679741
6863.0	59.235214244935115
6938.0	59.03790827551193
7013.0	59.28127101546738
7088.0	59.371821932265185
7163.0	59.521076233183855
7238.0	58.7007250604217
7313.0	59.34810734109595
7388.0	59.40967583395056
7463.0	59.271045838149945
7538.0	59.219669531136816
7613.0	58.998581016299134
7688.0	59.1726632893988
7763.0	59.43002706575386
7838.0	58.71454341062979
7913.0	59.28988880941544
7988.0	59.30276362124467
8063.0	59.23915555374305
8138.0	59.23147651854854
8213.0	59.504342801030624
8288.0	59.18227607314284
8363.0	58.98506577646981
8438.0	59.30930406585183
8513.0	59.0093339307049
8588.0	59.19154452528975
8663.0	59.42125278502179
8738.0	59.515457788347206
8813.0	59.09587453239432
8888.0	58.46929706436843
8963.0	59.16569384932015
9038.0	59.370027752081405
9113.0	58.97301651228353
9188.0	59.1137487636004
9263.0	59.202985511488365
9338.0	59.158454057847514
9413.0	58.40758047767394
9488.0	59.22963317455371
9563.0	59.218336925434535
9638.0	58.937661771973765
9713.0	59.14368298290068
9788.0	58.491664915304106
9863.0	59.328893325260594
9938.0	0.0
10013.0	60.0
10088.0	59.36200244318388
10163.0	59.21627453230805
10238.0	59.130680905425976
10313.0	59.054613445313755
10388.0	59.439476473473
10463.0	59.21345149951964
10538.0	59.01602668673054
10613.0	59.13096647992655
10688.0	59.35598186001941
10763.0	59.31733443757084
10838.0	59.07884870508162
10913.0	59.26942888658049
10988.0	59.155021477896796
11063.0	58.54668674698795
11138.0	59.252084410184956
11213.0	59.190199871050936
11288.0	53.763900293663276
11363.0	59.199017444053716
11438.0	59.41288128154488
11513.0	59.0919142179014
11588.0	59.35912558980022
11663.0	59.26230655077379
11738.0	59.191313105711444
11813.0	59.27767123961253
11888.0	59.0559311616472
11963.0	59.17757103597812
12038.0	59.300967225009
12113.0	58.865965281430825
12188.0	59.09776638080825
12263.0	59.27573628845141
12338.0	59.40355603913543
12413.0	59.14003550821128
12488.0	59.2317880794702
12563.0	59.258863524031874
12638.0	59.21747934325907
12713.0	59.369240432500334
12788.0	58.91625278301079
12863.0	59.35818119371429
12938.0	59.20832778495047
13013.0	59.10246979813715
13088.0	58.74316666986804
13163.0	59.13348915137223
13238.0	59.07381866771321
13313.0	58.94872342148067
13388.0	59.07210248038415
13463.0	58.81743683419687
13538.0	59.36727071930394
13613.0	58.96963475253944
13688.0	58.781104696871
13763.0	59.30709845762473
13838.0	59.26718639962616
13913.0	59.08241651496291
13988.0	58.988438142625
14063.0	59.59411065758639
14138.0	59.43239142528918
14213.0	59.2789466196671
14288.0	59.021292848276524
14363.0	59.234603814749924
14438.0	59.21956970421158
14513.0	59.09540708692388
14588.0	58.990150652888936
14663.0	59.315993418864124
14738.0	59.219270465845135
14813.0	60.0
14888.0	57.142857142857146
14963.0	59.492220010855796
15038.0	59.186197636949515
15113.0	59.31578454833492
15188.0	59.35480681284454
15263.0	59.21160047809124
15338.0	59.43162061539267
15413.0	59.16805492452925
15488.0	59.10808641562437
15563.0	59.3764061297902
15638.0	59.36820217344586
15713.0	59.09596665533351
15788.0	59.06084855805526
15863.0	59.38039428305871
15938.0	59.01467729475981
16013.0	59.05232412804084
16088.0	59.144664815092256
16163.0	59.42771647652889
16238.0	59.28783661949747
16313.0	59.361275147992835
16388.0	59.408287256148306
16463.0	59.057661712637305
16538.0	59.35383087567539
16613.0	59.041101526587596
16688.0	59.28798889168424
16763.0	59.19324643726104
16838.0	58.514516382370495
16913.0	59.283292475957005
16988.0	59.302947419986936
17063.0	59.01753619089249
17138.0	58.81633903738274
17213.0	58.82482111081664
17288.0	59.20109021804361
17363.0	59.519750760200665
17438.0	59.00921981840601
17513.0	59.031211383230115
17588.0	59.1679638199411
17663.0	59.429897810005016
17738.0	58.816837263539774
17813.0	59.24322396576319
17888.0	59.42641398054432
17963.0	59.209810671256456
18038.0	59.32107980661872
18113.0	59.18984204984205
18188.0	59.302595076728586
18263.0	59.22555068750663
18338.0	58.6698010700679
18413.0	59.21452945655546
18488.0	59.080706349923226
18563.0	58.81656070405111
18638.0	59.45600498759378
18713.0	59.151264549220755
18788.0	59.35310787832987
18863.0	59.36819383447747
18938.0	59.4693960524398
19013.0	59.16797882573506
19088.0	59.02278574053657
19163.0	59.26364790520525
19238.0	59.44344703770197
19313.0	59.18609732590229
19388.0	59.34803494779141
19463.0	59.118530764375244
19538.0	59.195446466064205
19613.0	59.64423417049876
19688.0	59.1975893599335
19763.0	58.749064604639564
19838.0	58.092554818969916
19913.0	58.53499018966645
19988.0	0.0
20063.0	59.89518818484993
20138.0	59.220918263610024
20213.0	58.85677757434181
20288.0	59.31759160384929
20363.0	59.46343292096556
20438.0	59.232771038058964
20513.0	59.271285883397454
20588.0	59.348350592505604
20663.0	59.12273299533839
20738.0	59.33385090638624
20813.0	59.43866085760147
20888.0	59.174115950022276
20963.0	59.47917421880664
21038.0	59.23526465829417
21113.0	58.42586512548593
21188.0	59.121613200727836
21263.0	59.213216250593845
21338.0	59.33375669898702
21413.0	58.581501917142056
21488.0	59.22490585547506
21563.0	59.4038834785434
21638.0	52.336620376959516
21713.0	59.281703527445046
21788.0	56.04537352907356
21863.0	59.07325836602914
21938.0	59.1025789900081
22013.0	58.96302918445034
22088.0	59.094517128829644
22163.0	59.03654315960912
22238.0	58.88367957319537
22313.0	58.897202342225114
22388.0	59.44327878024899
22463.0	58.45680848953685
22538.0	58.77412935323383
22613.0	59.06900775826868
22688.0	59.208425720620845
22763.0	59.30530164533821
22838.0	59.26832140473916
22913.0	59.21819758200472
22988.0	59.02976980687824
23063.0	58.848662481405846
23138.0	58.70908786890728
23213.0	59.12862641940793
23288.0	59.34636382579704
23363.0	59.282550930026574
23438.0	59.26117053946156
23513.0	58.80878569508621
23588.0	59.3538518483449
23663.0	59.40288036893735
23738.0	59.420661609447095
23813.0	59.22871024337577
23888.0	58.843893832862
23963.0	59.04981162739159
24038.0	59.24147659223379
24113.0	59.06136537062341
24188.0	59.170830003425046
24263.0	59.01141948842365
24338.0	59.31535080149843
24413.0	59.24885180262782
24488.0	59.31117128367929
24563.0	59.464410521968425
24638.0	58.84352198908882
24713.0	58.75841043732943
24788.0	59.141121281772115
24863.0	59.432416617905204
24938.0	0.0
25013.0	46.15384615384615
25088.0	59.24770642201835
25163.0	59.19524191579168
25238.0	59.38980567281862
25313.0	59.38536848519965
25388.0	58.86818283909697
25463.0	59.3480215871579
25538.0	58.51187335092348
25613.0	58.967887218221485
25688.0	58.794911456615445
25763.0	58.96409119781601
25838.0	59.19623646110645
25913.0	59.106536556840815
25988.0	58.87118721606928
26063.0	59.309235945856045
26138.0	58.99612112380258
26213.0	59.159825766460045
26288.0	58.892935568528735
26363.0	59.28479356275145
26438.0	58.91179001721171
26513.0	59.26665519022207
26588.0	58.85679653679654
26663.0	59.209013938579595
26738.0	58.998229105177266
26813.0	59.28477344573235
26888.0	59.06437063942094
26963.0	59.38592079377299
27038.0	59.18901789974674
27113.0	59.17887793634446
27188.0	59.38837011732402
27263.0	59.30298612609898
27338.0	59.3730571400541
27413.0	59.14225365903697
27488.0	58.85024655691473
27563.0	59.52774466635853
27638.0	58.98569653385506
27713.0	58.96372374744881
27788.0	59.28683025457219
27863.0	59.44273133872267
