#Position (bp)	Coverage	Std
38.0	264.6	216.8004305038776
113.0	459.44	138.41628035266183
188.0	590.04	7.01712191713887
263.0	593.96	33.38702342727423
338.0	494.29333333333335	113.91599243887283
413.0	286.05333333333334	117.4526855092438
488.0	222.17333333333335	9.871170143402571
563.0	228.78666666666666	18.370991626293122
638.0	503.12	372.6028269708466
713.0	1168.9866666666667	334.7332868618436
788.0	1670.1333333333334	56.230359534094276
863.0	1673.3866666666668	30.649632950492357
938.0	1649.52	49.47955806862635
1013.0	1489.0933333333332	248.6948062719977
1088.0	1472.7066666666667	29.578821252151595
1163.0	1474.6	25.957657829623493
1238.0	1217.1066666666666	317.57644748941954
1313.0	708.76	263.0790755647434
1388.0	207.34666666666666	12.295256537922755
1463.0	200.54666666666665	14.83014947103819
1538.0	159.72	46.78333036456469
1613.0	215.14666666666668	8.83402513014316
1688.0	165.69333333333333	18.70472311120015
1763.0	177.78666666666666	15.264337522473747
1838.0	186.36	12.310429182878593
1913.0	167.4	21.59876539681535
1988.0	236.04	25.471029294736613
2063.0	251.69333333333333	18.552987180864786
2138.0	241.37333333333333	12.233287919988456
2213.0	261.8666666666667	38.161236877229214
2288.0	268.1333333333333	70.06035493296717
2363.0	329.06666666666666	7.330302403948776
2438.0	317.3066666666667	11.08692924122808
2513.0	246.18666666666667	34.803064999125205
2588.0	223.17333333333335	60.23033565682111
2663.0	223.30666666666667	10.76227980804568
2738.0	229.32	11.80508365069899
2813.0	227.72	44.10109598033443
2888.0	258.05333333333334	35.40338966822237
2963.0	241.77333333333334	19.219781476385247
3038.0	236.48	13.774372338997154
3113.0	225.78666666666666	77.37518982206117
3188.0	416.93333333333334	44.85190445603541
3263.0	691.12	89.44897987120923
3338.0	717.2933333333333	15.218409903796674
3413.0	694.68	87.72684879784524
3488.0	526.84	58.46058501246814
3563.0	289.72	93.1502728569988
3638.0	308.3466666666667	13.459073767041604
3713.0	305.56	17.649929178328282
3788.0	170.88	57.38036830368613
3863.0	64.33333333333333	64.28250150701977
3938.0	20.14666666666667	2.9821692328460028
4013.0	25.573333333333334	5.5124102411437645
4088.0	845.8933333333333	197.5635931373321
4163.0	1369.4266666666667	328.25685065204664
4238.0	1608.3866666666668	52.46865731081712
4313.0	1611.44	18.63258793977207
4388.0	780.4133333333333	138.62928983443564
4463.0	263.5733333333333	337.1411376065915
4538.0	20.24	4.098780306383841
4613.0	75.85333333333334	122.01628306637328
4688.0	414.82666666666665	166.29948887474066
4763.0	868.0266666666666	35.03883559709101
4838.0	869.6933333333334	22.655095085505547
4913.0	815.8133333333334	119.32515800673924
4988.0	509.4266666666667	163.52019243302442
5063.0	39.17333333333333	3.7788887255382333
5138.0	37.85333333333333	8.0
5213.0	33.693333333333335	9.825137827701619
5288.0	10.013333333333334	2.15096877398689
5363.0	56.70666666666666	29.20593546980933
5438.0	82.52	8.90093628033964
5513.0	93.33333333333333	9.622889378975545
5588.0	283.2	83.42413719461933
5663.0	365.18666666666667	73.6963137929345
5738.0	421.41333333333336	15.38094058675651
5813.0	421.9866666666667	15.683111936092015
5888.0	324.2133333333333	50.01146535212368
5963.0	219.6	79.04100201794004
6038.0	183.06666666666666	18.210619612376274
6113.0	181.97333333333333	18.809572031282446
6188.0	156.85333333333332	22.840023350834556
6263.0	130.78666666666666	39.379859488491505
6338.0	83.69333333333333	10.76909157419201
6413.0	84.84	11.628700127987928
6488.0	982.6933333333334	468.8803969741822
6563.0	1625.04	471.80060760170016
6638.0	2277.266666666667	62.89239487675068
6713.0	2311.24	63.5748377898031
6788.0	1471.1866666666667	478.74906440291505
6863.0	941.2133333333334	485.31805378878425
6938.0	304.93333333333334	23.49496399940498
7013.0	319.3466666666667	64.97455912380883
7088.0	453.62666666666667	43.23254946603709
7163.0	458.6	18.224891403425904
7238.0	457.1066666666667	4.0414518843285805
7313.0	684.4933333333333	199.43640590423806
7388.0	912.7333333333333	232.87736400660907
7463.0	1036.5866666666666	26.905761464785297
7538.0	1024.4666666666667	18.171039229134994
7613.0	764.12	205.55839397439672
7688.0	367.81333333333333	250.15254012968435
7763.0	131.24	7.776031550004613
7838.0	129.0	15.923986100638675
7913.0	148.61333333333334	91.06415321079969
7988.0	423.68	31.582695683976603
8063.0	624.8666666666667	141.8268897870451
8138.0	696.1333333333333	8.726969691707104
8213.0	666.2666666666667	97.49905982452678
8288.0	381.18666666666667	25.459248483278913
8363.0	120.01333333333334	131.83722286719077
8438.0	64.10666666666667	2.64323034687987
8513.0	62.96	10.970262834894468
8588.0	38.52	6.355050484981749
8663.0	18.706666666666667	19.160723716324842
8738.0	1.2533333333333334	1.2274635093014648
8813.0	1.5733333333333333	1.465150731722394
8888.0	175.53333333333333	178.46964260997817
8963.0	496.96	161.10824518523762
9038.0	697.0266666666666	31.7036275526949
9113.0	697.1866666666666	24.804031930313077
9188.0	591.52	133.17276998946403
9263.0	460.94666666666666	136.62683972533853
9338.0	338.4533333333333	25.851885811290575
9413.0	339.18666666666667	7.5117685445350535
9488.0	343.36	82.90404091478293
9563.0	218.65333333333334	39.701553286154095
9638.0	154.34666666666666	10.070418726812399
9713.0	156.34666666666666	9.273618495495704
9788.0	160.46666666666667	31.340921067086303
9863.0	287.44	106.30459381732602
9938.0	426.64	22.955318918861828
10013.0	439.68	21.97726097583591
10088.0	771.2933333333333	243.25871001877826
10163.0	1160.52	250.1481427741035
10238.0	1290.8266666666666	30.00711026851392
10313.0	1286.4266666666667	41.030557718200654
10388.0	1033.9733333333334	253.25715521316818
10463.0	512.44	322.84883975838187
10538.0	219.45333333333335	10.597483978127245
10613.0	214.84	18.103774928634802
10688.0	121.41333333333333	44.89484008955445
10763.0	109.57333333333334	30.87911915842161
10838.0	151.29333333333332	10.190191362285605
10913.0	160.06666666666666	4.696097670761681
10988.0	163.0	45.404551901030075
11063.0	224.65333333333334	54.447895582229194
11138.0	370.82666666666665	24.398360600663292
11213.0	372.94666666666666	24.340638172954186
11288.0	358.05333333333334	24.44231303839034
11363.0	316.64	59.371373573465576
11438.0	124.98666666666666	15.666099280505861
11513.0	120.09333333333333	14.781971000738237
11588.0	190.36	34.72885447770097
11663.0	228.85333333333332	58.62024678669765
11738.0	243.24	10.840664186293974
11813.0	244.06666666666666	4.671901825452642
11888.0	462.6	130.86721005151236
