#Read position (bp)	Clipping profile
0.0	28.21764010275788
1.0	0.7792925654583102
2.0	0.7512017869359757
3.0	0.7222048542677595
4.0	0.7009102318395383
5.0	0.6796156094113169
6.0	0.6746317616089673
7.0	0.6714602220983811
8.0	0.6637579118583863
9.0	0.6524309850348643
10.0	0.6456348289407511
11.0	0.638385595773697
12.0	0.6324955938254656
13.0	0.6184502045642984
14.0	0.6134663567619488
15.0	0.5944371196984319
16.0	0.5871878865313779
17.0	0.5513947977690485
18.0	0.545957872893758
19.0	0.5137894007149557
20.0	0.5069932446208425
21.0	0.4354070670961837
22.0	0.4068632115009084
23.0	0.39644243882326824
24.0	0.38556858907268715
25.0	0.37514781639504696
26.0	0.3642739666444659
27.0	0.4843393909737985
28.0	0.35611857933153007
29.0	0.5971555821360772
30.0	0.5890001948231414
31.0	0.45806092074322763
32.0	0.58311019287491
33.0	1.269975035453281
34.0	0.22653853647043898
35.0	0.36653935200917026
36.0	0.3003900993598021
37.0	0.24964546719042374
38.0	0.4064101344279676
39.0	0.3393547276327176
40.0	0.9781934004793555
41.0	0.5205855568090688
42.0	1.3134704344556052
43.0	0.5065401675479015
44.0	0.31987241349625983
45.0	8.569952834676707
46.0	1.5640220557919107
47.0	3.466492685070657
48.0	0.37469473932210606
49.0	0.2546293149927734
50.0	0.35611857933153007
51.0	0.13682927602814515
52.0	0.2564416232845369
53.0	0.14498466334108095
54.0	0.3520408856750622
55.0	0.13501696773638164
56.0	0.33255857153860446
57.0	0.2346939237833748
58.0	0.23197546134572952
59.0	0.17851236673870594
60.0	0.11870619311051002
61.0	0.11553465359992389
62.0	0.11326926823521949
63.0	0.43404783587736107
64.0	0.5894532718960822
65.0	0.42770475685618875
66.0	0.2124931472092718
67.0	0.10556695799522457
68.0	0.1028484955575793
69.0	0.10194234141169756
70.0	0.2052439140422177
71.0	0.10013003311993404
72.0	0.0987708019011114
73.0	0.09786464775522964
74.0	0.09695849360934788
75.0	0.09650541653640701
76.0	0.2981247139950977
77.0	0.19255775599987313
78.0	0.08835002922347121
79.0	0.3810378183432784
80.0	0.09605233946346614
81.0	0.28272009351510785
82.0	0.1585769755293073
83.0	0.08110079605641717
84.0	0.08064771898347628
85.0	0.2179300720845623
86.0	0.07657002532700838
87.0	0.07611694825406749
88.0	0.07611694825406749
89.0	0.24330238816925148
90.0	0.07566387118112662
91.0	0.26459701059747276
92.0	0.1685446711340066
93.0	0.07294540874348135
94.0	0.16537313162342046
95.0	0.16401390040459782
96.0	0.17262236479047452
97.0	0.06886771508701345
98.0	0.06750848386819082
99.0	0.06705540679524993
100.0	0.1563115901646029
101.0	0.06524309850348643
102.0	0.33437087983036795
103.0	0.0638838672846638
104.0	0.21702391793868053
105.0	0.1585769755293073
106.0	0.16809159406106575
107.0	0.1313923511528546
108.0	0.20932160769868563
109.0	0.32349703007978686
110.0	0.1436254321222583
111.0	0.12504927213168232
112.0	0.05436924875290536
113.0	0.22246084281397105
114.0	0.13411081359049987
115.0	0.13275158237167725
116.0	0.29993702228686125
117.0	0.13093927407991374
118.0	0.3583839646962345
119.0	0.20932160769868563
120.0	0.04485463022114692
121.0	0.12504927213168232
122.0	0.10828542043286983
123.0	0.04213616778350165
124.0	0.04077693656467902
125.0	0.12006542432933266
126.0	0.03941770534585638
127.0	0.04077693656467902
128.0	0.19708852672928193
129.0	0.038964628272915504
130.0	0.038058474127033746
131.0	0.2650500876704136
132.0	0.038058474127033746
133.0	0.18394929161399645
134.0	0.037152319981151996
135.0	0.11145695994345599
136.0	0.0348869346164476
137.0	0.18168390624929207
138.0	0.10737926628698807
139.0	0.032621549251743216
140.0	0.03126231803292058
141.0	0.02945000974115707
142.0	0.02945000974115707
143.0	0.02854385559527531
144.0	0.09922387897405228
145.0	0.23831854036690184
146.0	0.02945000974115707
147.0	0.09786464775522964
148.0	0.02945000974115707
149.0	0.029903086814097944
150.0	0.030809240959979698
151.0	0.030356163887038823
152.0	0.09650541653640701
153.0	0.02899693266821619
154.0	0.02899693266821619
155.0	0.02945000974115707
156.0	0.02945000974115707
157.0	0.030809240959979698
158.0	0.03126231803292058
159.0	0.03126231803292058
160.0	0.03171539510586146
161.0	0.03216847217880234
162.0	0.03126231803292058
163.0	0.033074626324684095
164.0	0.0348869346164476
165.0	0.03534001168938848
166.0	0.03579308876232936
167.0	0.03534001168938848
168.0	0.038511551199974625
169.0	0.03987078241879726
170.0	0.04032385949173814
171.0	0.04077693656467902
172.0	0.04077693656467902
173.0	0.041683090710560776
174.0	0.04213616778350165
175.0	0.043042321929383405
176.0	0.043042321929383405
177.0	0.04394847607526516
178.0	0.04485463022114692
179.0	0.04440155314820604
180.0	0.04440155314820604
181.0	0.04440155314820604
182.0	0.04349539900232429
183.0	0.04440155314820604
184.0	0.04666693851291043
185.0	0.04757309265879219
186.0	0.04847924680467394
187.0	0.04802616973173307
188.0	0.04802616973173307
189.0	0.04757309265879219
190.0	0.04802616973173307
191.0	0.0493854009505557
192.0	0.04893232387761482
193.0	0.04847924680467394
194.0	0.04757309265879219
195.0	0.04847924680467394
196.0	0.05029155509643746
197.0	0.04983847802349658
198.0	0.05119770924231921
199.0	0.05074463216937833
200.0	0.05119770924231921
201.0	0.051650786315260086
202.0	0.05119770924231921
203.0	0.052103863388200965
204.0	0.05074463216937833
205.0	0.05119770924231921
206.0	0.05119770924231921
207.0	0.05119770924231921
208.0	0.052103863388200965
209.0	0.053010017534082715
210.0	0.053463094607023594
211.0	0.053463094607023594
212.0	0.05436924875290536
213.0	0.05436924875290536
214.0	0.05482232582584624
215.0	0.055275402898787115
216.0	0.05618155704466887
217.0	0.0575407882634915
218.0	0.05844694240937326
219.0	0.05935309655525501
220.0	0.05935309655525501
221.0	0.061165404847018524
222.0	0.06207155899290029
223.0	0.06207155899290029
224.0	0.061618481919959396
225.0	0.06252463606584116
226.0	0.06343079021172292
227.0	0.06343079021172292
228.0	0.06343079021172292
229.0	0.06297771313878205
230.0	0.0638838672846638
231.0	0.0656961755764273
232.0	0.06796156094113169
233.0	0.06841463801407258
234.0	0.0697738692328952
235.0	0.0720392545975996
236.0	0.07566387118112662
237.0	0.07566387118112662
238.0	0.07611694825406749
239.0	0.07657002532700838
240.0	0.07792925654583101
241.0	0.07883541069171277
242.0	0.07883541069171277
243.0	0.08110079605641717
244.0	0.08200695020229891
245.0	0.08336618142112155
246.0	0.0842723355670033
247.0	0.08517848971288505
248.0	0.08608464385876681
249.0	0.08608464385876681
250.0	0.08653772093170768
251.0	0.08835002922347121
252.0	0.08835002922347121
253.0	0.08970926044229384
254.0	0.08880310629641208
255.0	0.09106849166111647
256.0	0.09333387702582085
257.0	0.09559926239052526
258.0	0.09741157068228877
259.0	0.09831772482817051
260.0	0.09922387897405228
261.0	0.1010361872658158
262.0	0.10511388092228369
263.0	0.10556695799522457
264.0	0.10647311214110633
265.0	0.10919157457875159
266.0	0.11417542238110125
267.0	0.11689388481874652
268.0	0.11870619311051002
269.0	0.12051850140227353
270.0	0.12278388676697793
271.0	0.12459619505874144
272.0	0.1273146574963867
273.0	0.1295800428610911
274.0	0.13501696773638164
