#Position (bp)	Coverage	Std
38.0	1384.5733333333333	888.47822708269
113.0	2018.1466666666668	35.48821400597053
188.0	2020.4133333333334	32.160223879814566
263.0	2021.0	59.0412285328371
338.0	2021.0	59.932406370289726
413.0	2703.213333333333	763.7127645042124
488.0	3752.0	96.36583073544824
563.0	3181.2266666666665	838.9088230155489
638.0	1757.12	61.79773458630957
713.0	1757.0	37.524925049893326
788.0	1757.0	61.21002096606822
863.0	3265.24	790.7013342596556
938.0	3770.8133333333335	133.57894045594895
1013.0	2551.16	727.0071618170849
1088.0	2069.133333333333	73.69540917406722
1163.0	2070.0	71.15401136502105
1238.0	2070.0	51.77670003647066
1313.0	3297.7066666666665	233.30106443534868
1388.0	3328.32	183.03751892257625
1463.0	1397.4666666666667	32.96948083707987
1538.0	1397.56	26.61904080415458
1613.0	1398.0	74.98061971825297
1688.0	1692.6933333333334	347.8306484483507
1763.0	2198.826666666667	44.496291980342875
1838.0	1590.36	626.3938590588725
1913.0	811.32	40.0556279857571
1988.0	812.8266666666667	29.591214912538046
2063.0	1469.4666666666667	629.2214554510996
2138.0	2168.8	76.10002190100153
2213.0	2160.0533333333333	58.947208019832736
2288.0	1383.5066666666667	69.52102799393388
2363.0	1381.04	54.28369921072045
2438.0	1382.0	54.520454877045744
2513.0	2416.32	371.5095153559331
2588.0	2592.733333333333	75.33870187360495
2663.0	1523.1733333333334	490.8969070317447
2738.0	1249.0	45.79403163440914
2813.0	1249.0	41.096471868031756
2888.0	1276.8666666666666	178.39783257278273
2963.0	2599.173333333333	94.32567695666447
3038.0	2421.8933333333334	423.2203523776554
3113.0	1427.0933333333332	40.7645270629574
3188.0	1433.0533333333333	29.334166654831098
3263.0	1437.3333333333333	20.399346394757412
3338.0	1501.48	66.05411922557512
3413.0	1538.0933333333332	78.98531509084563
3488.0	846.4533333333334	646.7028787111847
3563.0	108.0	12.036610818664828
3638.0	110.84	10.1061037662065
3713.0	112.0	12.044362443345332
3788.0	1132.5866666666666	227.6286742335711
3863.0	1237.2533333333333	69.76732759680552
3938.0	1159.2533333333333	38.6374602339915
4013.0	1146.9466666666667	47.74976439732491
4088.0	1145.3466666666666	46.48698742659108
4163.0	1437.1066666666666	268.00577108214156
4238.0	1746.3466666666666	47.52473040428628
4313.0	1265.8	473.7103615783241
4388.0	640.7066666666667	26.327678717780408
4463.0	644.9733333333334	22.215009940728216
4538.0	646.0	29.559882724169956
4613.0	646.0	29.71621330744118
4688.0	643.4666666666667	31.62319823589436
4763.0	143.28	255.12383921016345
4838.0	0.0	0.0
4913.0	0.0	0.0
4988.0	428.5466666666667	737.4947593034136
5063.0	1961.04	62.10485756632238
5138.0	1969.0	36.619484795212635
5213.0	1968.7066666666667	74.45669882555775
5288.0	1963.72	72.32537590638546
5363.0	3013.9466666666667	532.8228848939078
5438.0	3363.5066666666667	39.195067716919176
5513.0	3356.52	97.44297477670125
5588.0	2130.6266666666666	838.8346281200683
5663.0	1417.8533333333332	54.3375867455783
5738.0	1418.04	34.09516094697283
5813.0	2549.4533333333334	718.7509443472056
5888.0	3219.653333333333	60.52085040160484
5963.0	3195.5333333333333	95.48528682472227
6038.0	2004.04	439.23246692383765
6113.0	1830.3866666666668	55.733652311688886
6188.0	1905.64	225.02159896329997
6263.0	2732.1866666666665	76.16298313485241
6338.0	2354.0533333333333	615.4898103678622
6413.0	987.0	40.628069114837515
6488.0	984.3733333333333	32.507845206965186
6563.0	1475.2	474.97821704438894
6638.0	2003.6133333333332	52.48110771188623
6713.0	2013.28	58.51803140912953
6788.0	1359.92	429.9878913023792
6863.0	1042.68	41.346986992201096
6938.0	1043.0666666666666	56.04569564203938
7013.0	2305.3333333333335	888.1461216113784
7088.0	3062.08	85.64321339137022
7163.0	2419.826666666667	430.9240613688993
7238.0	2103.08	83.43212810422568
7313.0	2110.4266666666667	63.564665236802675
7388.0	2551.5866666666666	676.3102641046735
7463.0	3780.1466666666665	89.72981667204876
