#Read position (bp)	Clipping profile
0.0	21.757683315364208
1.0	2.6902203539715805
2.0	2.1102617839101625
3.0	1.621158342317896
4.0	1.2901428242619535
5.0	1.1359919562926262
6.0	1.0060691225817393
7.0	0.9146082932561266
8.0	0.8352614810597342
9.0	0.7604574252867993
10.0	0.7035215447794644
11.0	0.6541569249778919
12.0	0.603278053035167
13.0	0.5648160486498928
14.0	0.5302910998316152
15.0	0.49546330058510707
16.0	0.46638965947497846
17.0	0.44095022350361607
18.0	0.4185392918145586
19.0	0.3946141079843487
20.0	0.3725060267235218
21.0	0.35312359931676945
22.0	0.3328326206253256
23.0	0.3122387915056512
24.0	0.29649056923766487
25.0	0.2789252444002956
26.0	0.2628741717040788
27.0	0.2483373511490145
28.0	0.23561763316333328
29.0	0.22350361603411306
30.0	0.21108674847666234
31.0	0.19988128263213364
32.0	0.19019006892875748
33.0	0.17868175265599825
34.0	0.1692933893808526
35.0	0.15717937225163237
36.0	0.15021381240233073
37.0	0.14264255169656812
38.0	0.13325418842142242
39.0	0.1265914790003513
40.0	0.11962591915104968
41.0	0.11447746187113109
42.0	0.10751190202182945
43.0	0.10266629517014136
44.0	0.09842638917491431
45.0	0.2310748767398757
46.0	0.08994657718446014
47.0	0.08631237204569407
48.0	0.08388956861985003
49.0	0.08207246605046699
50.0	0.07783256005523992
51.0	0.07510690620116536
52.0	0.07359265406001284
53.0	0.23501193230687228
54.0	0.06874704720832475
55.0	0.06753564549540272
56.0	0.06662709421071121
57.0	0.06480999164132818
58.0	0.06359858992840615
59.0	0.06359858992840615
60.0	0.06208433778725363
61.0	0.06178148735902313
62.0	0.06662709421071121
63.0	0.06147863693079263
64.0	0.06117578650256211
65.0	0.060570085646101106
66.0	0.05996438478964009
67.0	0.1853444620770694
68.0	0.059358683933179085
69.0	0.05905583350494858
70.0	0.05875298307671807
71.0	0.058450132648487564
72.0	0.05814728222025706
73.0	0.1480938594047172
74.0	0.05754158136379605
75.0	0.21684090661304192
76.0	0.056633030079104536
77.0	0.056633030079104536
78.0	0.05602732922264352
79.0	0.05572447879441301
80.0	0.05542162836618251
81.0	0.06420429078486717
82.0	0.05421022665326048
83.0	0.05390737622502998
84.0	0.05360452579679948
85.0	0.05299882494033847
86.0	0.21108674847666234
87.0	0.05178742322741644
88.0	0.05178742322741644
89.0	0.05178742322741644
90.0	0.05148457279918594
91.0	0.05148457279918594
92.0	0.3631176634483761
93.0	0.050878871942724925
94.0	0.050878871942724925
95.0	0.050878871942724925
96.0	0.2035154877708997
97.0	0.19382427406752353
98.0	0.0493646198015724
99.0	0.06087293607433161
100.0	0.21714375704127245
101.0	0.0493646198015724
102.0	0.0490617693733419
103.0	0.04845606851688088
104.0	0.048153218088650376
105.0	0.04754751723218937
106.0	0.046941816375728355
107.0	0.328895565058329
108.0	0.045730414662806335
109.0	0.20018413306036414
110.0	0.16414493210093398
111.0	0.045730414662806335
112.0	0.04542756423457583
113.0	0.04542756423457583
114.0	0.04482186337811482
115.0	0.1535451671128663
116.0	0.044519012949884314
117.0	0.044519012949884314
118.0	0.12568292771565978
119.0	0.12265442343335474
120.0	0.04361046166519279
121.0	0.046941816375728355
122.0	0.04239905995227077
123.0	0.042096209524040265
124.0	0.04179335909580976
125.0	0.19473282535221503
126.0	0.04149050866757925
127.0	0.06178148735902313
128.0	0.18746441507468292
129.0	0.040884807811118244
130.0	0.04027910695465723
131.0	0.13476844056257495
132.0	0.039370555669965716
133.0	0.03906770524173521
134.0	0.05542162836618251
135.0	0.04027910695465723
136.0	0.038462004385274196
137.0	0.06420429078486717
138.0	0.12871143199796484
139.0	0.13416273970611395
140.0	0.03755345310058268
141.0	0.1750475475172322
142.0	0.21653805618481148
143.0	0.04724466680395886
144.0	0.12265442343335474
145.0	0.13234563713673092
146.0	0.03634205138766066
147.0	0.13022568413911736
148.0	0.17201904323492714
149.0	0.03482779924650813
150.0	0.29467346666828187
151.0	0.03391924796181662
152.0	0.14112829955541556
153.0	0.11871736786635817
154.0	0.20169838520151667
155.0	0.033313547105355605
156.0	0.033313547105355605
157.0	0.033010696677125105
158.0	0.19533852620867603
159.0	0.12386582514627677
160.0	0.0327078462488946
161.0	0.0327078462488946
162.0	0.0327078462488946
163.0	0.11235750887351753
164.0	0.13870549612957153
165.0	0.032102145392433584
166.0	0.032102145392433584
167.0	0.10781475245005996
168.0	0.18080170565361178
169.0	0.2483373511490145
170.0	0.03482779924650813
171.0	0.036947752244121675
172.0	0.1268943294285818
173.0	0.030587893251281056
174.0	0.029982192394820046
175.0	0.11235750887351753
176.0	0.029376491538359036
177.0	0.03664490181589117
178.0	0.12810573114150384
179.0	0.18504161164883887
180.0	0.11992876957928018
181.0	0.2035154877708997
182.0	0.030285042823050553
183.0	0.1275000302850428
184.0	0.10660335073713793
185.0	0.10842045330652096
186.0	0.023925183830209938
187.0	0.1208373208639717
188.0	0.13870549612957153
189.0	0.02301663254551842
190.0	0.02301663254551842
191.0	0.0327078462488946
192.0	0.02362233340197943
193.0	0.03906770524173521
194.0	0.021502380404365893
195.0	0.11144895758882602
196.0	0.10448339773952439
197.0	0.10599764988067693
198.0	0.11296320972997856
199.0	0.11205465844528704
200.0	0.12931713285442584
201.0	0.1099347054476735
202.0	0.09751783789022278
203.0	0.021502380404365893
204.0	0.017262474409138813
205.0	0.10932900459121248
206.0	0.016051072696216792
207.0	0.16414493210093398
208.0	0.2519715562877806
209.0	0.09085512846915166
210.0	0.014536820555064264
211.0	0.014233970126833759
212.0	0.09146082932561267
213.0	0.013325418842142242
214.0	0.034222098390047126
215.0	0.1368883935601885
216.0	0.015142521411525276
217.0	0.11175180801705653
218.0	0.012416867557450728
219.0	0.011811166700989716
220.0	0.012719717985681231
221.0	0.01877672655029134
222.0	0.01756532483736932
223.0	0.011205465844528705
224.0	0.011205465844528705
225.0	0.09751783789022278
226.0	0.010599764988067693
227.0	0.09963779088783631
228.0	0.010296914559837188
229.0	0.1423397012683376
230.0	0.00938836327514567
231.0	0.07934681219639245
232.0	0.00878266241868466
233.0	0.008479811990454155
234.0	0.09539788489260924
235.0	0.11266035930174804
236.0	0.10963185501944299
237.0	0.11599171401228361
238.0	0.007874111133993144
239.0	0.00817696156222365
240.0	0.09418648317968722
241.0	0.01211401712922022
242.0	0.006965559849301626
243.0	0.007571260705762638
244.0	0.006359858992840616
245.0	0.10327199602660239
246.0	0.005754158136379605
247.0	0.005754158136379605
248.0	0.005451307708149099
249.0	0.006965559849301626
250.0	0.005148457279918594
251.0	0.005451307708149099
252.0	0.005451307708149099
253.0	0.12780288071327334
254.0	0.10630050030890745
255.0	0.1099347054476735
256.0	0.11023755587590402
257.0	0.09388363275145671
258.0	0.12114017129220221
259.0	0.00605700856461011
260.0	0.00605700856461011
261.0	0.005148457279918594
262.0	0.005148457279918594
263.0	0.006359858992840616
264.0	0.07601545748585688
265.0	0.09024942761269066
266.0	0.004845606851688088
267.0	0.005148457279918594
268.0	0.004845606851688088
269.0	0.004845606851688088
270.0	0.004845606851688088
271.0	0.023925183830209938
272.0	0.004542756423457583
273.0	0.004845606851688088
274.0	0.004845606851688088
275.0	0.005451307708149099
276.0	0.00605700856461011
277.0	0.007571260705762638
278.0	0.00817696156222365
279.0	0.008479811990454155
280.0	0.008479811990454155
281.0	0.00878266241868466
282.0	0.009085512846915165
283.0	0.009085512846915165
284.0	0.009085512846915165
285.0	0.009085512846915165
286.0	0.165962034670317
287.0	0.010599764988067693
288.0	0.010296914559837188
289.0	0.010599764988067693
290.0	0.011205465844528705
291.0	0.011811166700989716
292.0	0.011811166700989716
293.0	0.01211401712922022
294.0	0.012416867557450728
295.0	0.012719717985681231
296.0	0.012719717985681231
297.0	0.013022568413911738
298.0	0.013022568413911738
299.0	0.013022568413911738
300.0	0.12295727386158525
301.0	0.013325418842142242
302.0	0.013325418842142242
303.0	0.013628269270372749
304.0	0.014233970126833759
305.0	0.014536820555064264
306.0	0.015142521411525276
307.0	0.015445371839755782
308.0	0.0163539231244473
309.0	0.01695962398090831
310.0	0.01756532483736932
311.0	0.01756532483736932
312.0	0.017868175265599827
313.0	0.01817102569383033
314.0	0.018473876122060837
315.0	0.01877672655029134
316.0	0.019079576978521848
317.0	0.01938242740675235
318.0	0.02029097869144387
319.0	0.02089667954790488
320.0	0.02089667954790488
321.0	0.021199529976135386
322.0	0.021199529976135386
323.0	0.021805230832596396
324.0	0.021805230832596396
325.0	0.021805230832596396
326.0	0.022108081260826903
327.0	0.023319482973748924
328.0	0.023319482973748924
329.0	0.023319482973748924
330.0	0.023319482973748924
331.0	0.02362233340197943
332.0	0.023925183830209938
333.0	0.02422803425844044
334.0	0.02422803425844044
335.0	0.02453088468667095
336.0	0.024833735114901456
337.0	0.025136585543131956
338.0	0.025136585543131956
339.0	0.025439435971362463
340.0	0.02574228639959297
341.0	0.02574228639959297
342.0	0.025439435971362463
343.0	0.026045136827823476
344.0	0.026650837684284483
345.0	0.02695368811251499
346.0	0.027256538540745497
347.0	0.027256538540745497
348.0	0.027559388968976004
349.0	0.028467940253667518
350.0	0.028467940253667518
351.0	0.028467940253667518
352.0	0.02816508982543701
353.0	0.028770790681898025
354.0	0.02907364111012853
355.0	0.02907364111012853
356.0	0.029376491538359036
357.0	0.029376491538359036
358.0	0.02907364111012853
359.0	0.02907364111012853
360.0	0.02907364111012853
361.0	0.029376491538359036
362.0	0.029679341966589542
363.0	0.029982192394820046
364.0	0.029982192394820046
365.0	0.029376491538359036
366.0	0.029376491538359036
367.0	0.029376491538359036
368.0	0.029982192394820046
369.0	0.029982192394820046
370.0	0.030587893251281056
371.0	0.03119359410774207
372.0	0.03119359410774207
373.0	0.030890743679511563
374.0	0.030890743679511563
375.0	0.03119359410774207
376.0	0.03119359410774207
377.0	0.03119359410774207
378.0	0.03119359410774207
379.0	0.03119359410774207
380.0	0.03119359410774207
381.0	0.03119359410774207
382.0	0.03149644453597258
383.0	0.03149644453597258
384.0	0.03149644453597258
385.0	0.032102145392433584
386.0	0.03240499582066409
387.0	0.033010696677125105
388.0	0.033010696677125105
389.0	0.033010696677125105
390.0	0.033010696677125105
391.0	0.0327078462488946
392.0	0.03240499582066409
393.0	0.0327078462488946
394.0	0.03240499582066409
395.0	0.0327078462488946
396.0	0.0327078462488946
397.0	0.0327078462488946
398.0	0.03240499582066409
399.0	0.03240499582066409
400.0	0.03240499582066409
401.0	0.03240499582066409
402.0	0.0327078462488946
403.0	0.033010696677125105
404.0	0.0327078462488946
405.0	0.03240499582066409
406.0	0.0327078462488946
407.0	0.033010696677125105
408.0	0.033313547105355605
409.0	0.033010696677125105
410.0	0.03240499582066409
411.0	0.03240499582066409
412.0	0.0327078462488946
413.0	0.0327078462488946
414.0	0.033010696677125105
415.0	0.03361639753358611
416.0	0.034222098390047126
417.0	0.03361639753358611
418.0	0.03391924796181662
419.0	0.03391924796181662
420.0	0.03391924796181662
421.0	0.03361639753358611
422.0	0.03391924796181662
423.0	0.033313547105355605
424.0	0.033313547105355605
425.0	0.033010696677125105
426.0	0.033010696677125105
427.0	0.0327078462488946
428.0	0.033010696677125105
429.0	0.033313547105355605
430.0	0.033313547105355605
431.0	0.034222098390047126
432.0	0.034524948818277626
433.0	0.034524948818277626
434.0	0.03391924796181662
435.0	0.03513064967473864
436.0	0.03482779924650813
437.0	0.034524948818277626
438.0	0.034524948818277626
439.0	0.03513064967473864
440.0	0.034524948818277626
441.0	0.034222098390047126
442.0	0.034222098390047126
443.0	0.03513064967473864
444.0	0.03543350010296915
445.0	0.035736350531199654
446.0	0.036039200959430154
447.0	0.035736350531199654
448.0	0.03634205138766066
449.0	0.035736350531199654
450.0	0.03513064967473864
451.0	0.03634205138766066
452.0	0.035736350531199654
453.0	0.035736350531199654
454.0	0.037250602672352175
455.0	0.03664490181589117
456.0	0.03755345310058268
457.0	0.038462004385274196
458.0	0.036947752244121675
459.0	0.03634205138766066
460.0	0.03785630352881319
461.0	0.03664490181589117
462.0	0.03664490181589117
463.0	0.03664490181589117
464.0	0.038159153957043696
465.0	0.040884807811118244
466.0	0.04149050866757925
467.0	0.04179335909580976
468.0	0.04179335909580976
469.0	0.04179335909580976
470.0	0.042096209524040265
471.0	0.04179335909580976
472.0	0.04330761123696229
473.0	0.0439133120934233
474.0	0.04512471380634533
475.0	0.046941816375728355
476.0	0.04512471380634533
477.0	0.04724466680395886
478.0	0.04875891894511139
479.0	0.048153218088650376
480.0	0.04603326509103684
481.0	0.05027317108626391
482.0	0.05178742322741644
483.0	0.04997032065803341
484.0	0.05239312408387745
485.0	0.05390737622502998
486.0	0.05390737622502998
487.0	0.05602732922264352
488.0	0.05511877793795201
489.0	0.05511877793795201
490.0	0.05360452579679948
491.0	0.05572447879441301
492.0	0.054513077081490995
493.0	0.05754158136379605
494.0	0.06238718821548414
495.0	0.06178148735902313
496.0	0.0654156924977892
497.0	0.06420429078486717
498.0	0.06692994463894172
499.0	0.06814134635186374
500.0	0.07480405577293486
501.0	0.07631830791408739
502.0	0.07601545748585688
503.0	0.08025536348108396
504.0	0.08207246605046699
505.0	0.08328386776338902
506.0	0.08631237204569407
507.0	0.08843232504330761
508.0	0.0932779318949957
509.0	0.09146082932561267
510.0	0.09388363275145671
511.0	0.09630643617730075
512.0	0.09691213703376177
513.0	0.10720905159359896
514.0	0.10902615416298199
515.0	0.11266035930174804
516.0	0.11417461144290059
517.0	0.12023162000751068
518.0	0.1208373208639717
519.0	0.13385988927788345
520.0	0.13295133799319192
521.0	0.13295133799319192
522.0	0.1311342354238089
523.0	0.12386582514627677
524.0	0.12235157300512423
525.0	0.12235157300512423
526.0	0.12447152600273777
527.0	0.1268943294285818
528.0	0.13567699184726648
529.0	0.14415680383772062
530.0	0.14960811154586973
531.0	0.15324231668463578
532.0	0.16202497910332045
533.0	0.1692933893808526
534.0	0.17656179965838473
535.0	0.1826188082229948
536.0	0.19957843220390314
537.0	0.20714969290966576
538.0	0.2147209536154284
539.0	0.2225950647494216
540.0	0.22683497074464862
541.0	0.23289197930925873
542.0	0.23864613744563834
543.0	0.24803450072078403
544.0	0.26559982555815337
545.0	0.2828622999672922
546.0	0.2955820179529734
547.0	0.31042168893626815
548.0	0.330712667627712
549.0	0.34555233861100676
550.0	0.3579692061684575
551.0	0.36947752244121673
552.0	0.3897685011326606
553.0	0.4024882191183419
554.0	0.4373160183648499
555.0	0.45518419363044976
556.0	0.45336709106106676
557.0	0.467903911616131
558.0	0.46366400562090393
559.0	0.4842578347405783
560.0	0.5036402621473307
561.0	0.5112115228530933
562.0	0.5084858689990188
563.0	0.5100001211401712
564.0	0.5212055869847
565.0	0.5163599801330119
566.0	0.5260511938363881
567.0	0.5196913348435475
568.0	0.5318053519727677
569.0	0.5484621255254455
570.0	0.5545191340900556
571.0	0.5569419375158997
572.0	0.549976377666598
573.0	0.5239312408387746
574.0	0.5118172237095544
575.0	0.4951604501568765
576.0	0.48153218088650374
577.0	0.45851554834098535
578.0	0.46093835176682946
579.0	0.4321675610849314
580.0	0.4176307405298671
581.0	0.4094537789676435
582.0	0.3825000908551285
583.0	0.37492883014936584
584.0	0.3676604198718337
585.0	0.3619062617354541
586.0	0.3391924796181662
587.0	0.31496444535972573
588.0	0.30527323165634956
589.0	0.2840737016802142
590.0	0.2734739366921465
591.0	0.2528801075724721
592.0	0.23652618444802478
593.0	0.2195665604671165
